application_key,facility,outfall,parameter,monitoring_period,reported_value,numeric_limit,applicable_requirement,comparison_status,monitoring_status,unresolved_reason,evidence_status,nodi_code,has_reported_value,is_numeric_comparison_candidate,monitoring_condition,pass_fail_reported
measurement:dmr_form_value_id=3896611138,NM0000116,001,00400,2025-04-30,,6,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129865,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611139,NM0000116,001,00400,2025-04-30,,9,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129864,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611147,NM0000116,001,00400,2025-05-31,,6,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129865,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611148,NM0000116,001,00400,2025-05-31,,9,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129864,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611156,NM0000116,001,00400,2025-06-30,,6,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129865,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611157,NM0000116,001,00400,2025-06-30,,9,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129864,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611165,NM0000116,001,00400,2025-07-31,8,6,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129865,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3896611166,NM0000116,001,00400,2025-07-31,8,9,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129864,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3896611174,NM0000116,001,00400,2025-08-31,,6,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129865,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611175,NM0000116,001,00400,2025-08-31,,9,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129864,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611183,NM0000116,001,00400,2025-09-30,8.4,6,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129865,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3896611184,NM0000116,001,00400,2025-09-30,8.4,9,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129864,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3896611086,NM0000116,001,00530,2024-10-31,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612767,NM0000116,001,00530,2024-10-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611095,NM0000116,001,00530,2024-11-30,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612768,NM0000116,001,00530,2024-11-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611104,NM0000116,001,00530,2024-12-31,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612769,NM0000116,001,00530,2024-12-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611113,NM0000116,001,00530,2025-01-31,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612770,NM0000116,001,00530,2025-01-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611122,NM0000116,001,00530,2025-02-28,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612771,NM0000116,001,00530,2025-02-28,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611131,NM0000116,001,00530,2025-03-31,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612772,NM0000116,001,00530,2025-03-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611140,NM0000116,001,00530,2025-04-30,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612773,NM0000116,001,00530,2025-04-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611149,NM0000116,001,00530,2025-05-31,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612774,NM0000116,001,00530,2025-05-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611158,NM0000116,001,00530,2025-06-30,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612775,NM0000116,001,00530,2025-06-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611167,NM0000116,001,00530,2025-07-31,0,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,WITHIN_LIMIT,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3896612776,NM0000116,001,00530,2025-07-31,0,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896611176,NM0000116,001,00530,2025-08-31,,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612777,NM0000116,001,00530,2025-08-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611185,NM0000116,001,00530,2025-09-30,210,50,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129867,EXCEEDANCE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,DETERMINATE,,1,1,,
measurement:dmr_form_value_id=3896612778,NM0000116,001,00530,2025-09-30,210,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129901,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896611087,NM0000116,001,00900,2024-10-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611096,NM0000116,001,00900,2024-11-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611105,NM0000116,001,00900,2024-12-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611114,NM0000116,001,00900,2025-01-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611123,NM0000116,001,00900,2025-02-28,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611132,NM0000116,001,00900,2025-03-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611141,NM0000116,001,00900,2025-04-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611150,NM0000116,001,00900,2025-05-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611159,NM0000116,001,00900,2025-06-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611168,NM0000116,001,00900,2025-07-31,200,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896611177,NM0000116,001,00900,2025-08-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611186,NM0000116,001,00900,2025-09-30,220,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129870,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896611088,NM0000116,001,01040,2024-10-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612827,NM0000116,001,01040,2024-10-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611097,NM0000116,001,01040,2024-11-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612828,NM0000116,001,01040,2024-11-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611106,NM0000116,001,01040,2024-12-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612829,NM0000116,001,01040,2024-12-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611115,NM0000116,001,01040,2025-01-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612830,NM0000116,001,01040,2025-01-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611124,NM0000116,001,01040,2025-02-28,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612831,NM0000116,001,01040,2025-02-28,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611133,NM0000116,001,01040,2025-03-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612832,NM0000116,001,01040,2025-03-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611142,NM0000116,001,01040,2025-04-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612833,NM0000116,001,01040,2025-04-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611151,NM0000116,001,01040,2025-05-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612834,NM0000116,001,01040,2025-05-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611160,NM0000116,001,01040,2025-06-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612835,NM0000116,001,01040,2025-06-30,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611169,NM0000116,001,01040,2025-07-31,.0016,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896612836,NM0000116,001,01040,2025-07-31,.0016,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896611178,NM0000116,001,01040,2025-08-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896612837,NM0000116,001,01040,2025-08-31,,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,UNRESOLVED_SEMANTIC,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code;nodi_code_semantics,UNRESOLVED_SEMANTIC,C,0,0,,
measurement:dmr_form_value_id=3896611187,NM0000116,001,01040,2025-09-30,.0029,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129871,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
measurement:dmr_form_value_id=3896612838,NM0000116,001,01040,2025-09-30,.0029,,permit_limit_row:limit_set_schedule_id=3600833510|limit_value_id=3610129902,NOT_NUMERIC_CANDIDATE,FREQUENCY_UNINTERPRETED,limit_sample_type_code;monitoring_frequency_code,NOT_ESTABLISHED,,1,0,,
