arm,case,compact_selected,describe_calls,ephemeral_calls,ephemeral_programs,exact_correct,expand_calls,graph_audit_reference,graph_operation_failures,intermediate_variable_reuse,internal_deterministic_operations,lookup_calls,model_environment_round_trips,model_input_tokens,model_output_tokens,model_visible_canonical_entity_records,model_visible_canonical_relation_records,model_visible_entity_records,model_visible_path_records,model_visible_relation_records,model_visible_tool_result_bytes,named_answer_set_size,path_calls,path_sequence_operations,platform,predicates_used,raw_receipt,retained_audit_edges,retained_audit_nodes,retained_audit_paths,retries_errors,rows_returned_by_query,schema_inspection_calls,set_algebra_operations,sql_aggregate_grouping,sql_audit_reference,sql_join_count,sql_recursive_cte_count,sql_select_count,sql_set_operation_count,sql_statement_count,task_family,temporary_host_language_programs,total_rows_returned,total_tool_calls,uses_disallowed_search_inside_ephemeral,valid_execution,wall_seconds
T_SQL,catalogue-platform-verification-control,,,,,True,,,,,,,16,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),31975,,,,catalogue-platform,,executions/catalogue-platform-verification-control/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",17,,16,executions/catalogue-platform-verification-control/T_SQL/record.json,4,0,34,0,50,verification control,"NA (receipt retains calls, not a reliable program-file taxonomy)",88,16,,True,23.428180090966634
U_GRAPH,catalogue-platform-verification-control,False,0,0,[],True,0,executions/catalogue-platform-verification-control/U_GRAPH/record.json,0,False,0,0,18,NA,NA,0,0,,0,,31509,0,0,0,catalogue-platform,[],executions/catalogue-platform-verification-control/U_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,verification control,,,18,False,True,84.90280803799396
T_GRAPH,identity-platform-cutover-boundary-control,False,1,9,"[{""steps"": [{""assign_to"": ""candidates"", ""op"": ""search"", ""params"": {""limit"": 25, ""query"": ""identity cutover legacy retirement""}}, {""assign_to"": ""result"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""kind"", ""label""], ""from"": ""$candidates""}}]}, {""collect"": ""$boundaries"", ""steps"": [{""assign_to"": ""api"", ""op"": ""lookup"", ""params"": {""label_or_id"": [""service:identity-api""]}}, {""assign_to"": ""boundaries"", ""op"": ""expand"", ""params"": {""direction"": ""outgoing"", ""from"": ""$api"", ""max_depth"": 1, ""predicates"": [""crosses""]}}]}, {""collect"": ""$boundaries"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""params"": {""label_or_id"": [""service:identity-api""]}}, {""assign"": ""boundaries"", ""op"": ""expand"", ""params"": {""direction"": ""outgoing"", ""from"": ""$api"", ""max_depth"": 1, ""predicates"": [""crosses""]}}]}, {""collect"": ""$boundaries"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:identity-api""]}, {""assign"": ""boundaries"", ""direction"": ""outgoing"", ""from"": ""$api"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""collect"": ""$hits"", ""steps"": [{""assign"": ""hits"", ""limit"": 25, ""op"": ""search"", ""query"": ""legacy retirement cutover identity""}]}, {""collect"": ""$neighbors"", ""steps"": [{""assign"": ""task"", ""op"": ""lookup"", ""references"": [""task:identity-platform-legacy-cutover""]}, {""assign"": ""neighbors"", ""direction"": ""both"", ""from"": ""$task"", ""max_depth"": 2, ""op"": ""expand""}]}, {""collect"": ""$boundaries"", ""steps"": [{""assign"": ""boundaries"", ""kinds"": [""boundary""], ""limit"": 25, ""op"": ""search"", ""query"": ""boundary""}]}, {""collect"": ""$crosses"", ""steps"": [{""assign"": ""services"", ""op"": ""lookup"", ""references"": [""service:identity-api"", ""service:session-worker""]}, {""assign"": ""crosses"", ""direction"": ""outgoing"", ""from"": ""$services"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""crosses""]}]}, {""collect"": ""$api_edges"", ""steps"": [{""assign"": ""api"", ""op"": ""lookup"", ""references"": [""service:identity-api""]}, {""assign"": ""api_edges"", ""direction"": ""both"", ""from"": ""$api"", ""max_depth"": 2, ""op"": ""expand""}]}]",True,0,executions/identity-platform-cutover-boundary-control/T_GRAPH/record.json,6,False,16,4,18,NA,NA,27,16,,0,,30588,0,0,0,identity-platform,"[""crosses""]",executions/identity-platform-cutover-boundary-control/T_GRAPH/record.json,16,27,0,6,,,0,,,,,,,,cutover boundary control,,,18,True,True,49.068164049007464
T_SQL,identity-platform-cutover-boundary-control,,,,,True,,,,,,,13,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),30909,,,,identity-platform,,executions/identity-platform-cutover-boundary-control/T_SQL/record.json,,,,0,"[19, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",20,,19,executions/identity-platform-cutover-boundary-control/T_SQL/record.json,28,1,41,2,60,cutover boundary control,"NA (receipt retains calls, not a reliable program-file taxonomy)",105,13,,True,33.247103383007925
U_GRAPH,identity-platform-cutover-boundary-control,False,0,0,[],True,0,executions/identity-platform-cutover-boundary-control/U_GRAPH/record.json,0,False,0,0,20,NA,NA,0,0,,0,,27250,0,0,0,identity-platform,[],executions/identity-platform-cutover-boundary-control/U_GRAPH/record.json,0,0,0,0,,,0,,,,,,,,cutover boundary control,,,20,False,True,85.51671354897553
T_GRAPH,identity-platform-cutover-readiness,True,1,14,"[{""collect"": ""packages"", ""steps"": [{""assign"": ""packages"", ""op"": ""search"", ""params"": {""kind"": ""package"", ""limit"": 50}}]}, {""collect"": ""packages"", ""steps"": [{""assign"": ""packages"", ""k"": ""package"", ""limit"": 50, ""op"": ""search""}]}, {""collect"": ""hits"", ""steps"": [{""assign"": ""hits"", ""k"": ""package"", ""limit"": 50, ""op"": ""search"", ""query"": ""identity""}]}, {""answers"": {""cutover"": ""$cutover_tasks"", ""pkgs"": ""$pkgs"", ""tasks"": ""$tasks""}, ""collect"": ""$pkgs + $tasks + $cutover_tasks"", ""name"": ""find_identity"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkgs"", ""k"": ""package"", ""limit"": 25, ""op"": ""search"", ""query"": ""identity""}, {""assign"": ""tasks"", ""k"": ""task"", ""limit"": 25, ""op"": ""search"", ""query"": ""identity""}, {""assign"": ""cutover_tasks"", ""k"": ""task"", ""limit"": 25, ""op"": ""search"", ""query"": ""cutover""}]}, {""answers"": {""retired_and_targets"": ""$retired_and_targets""}, ""collect"": ""$retired_and_targets"", ""name"": ""cutover_context"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""cutover"", ""op"": ""lookup"", ""references"": [""task:identity-platform-legacy-cutover""]}, {""assign"": ""retired_and_targets"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$cutover"", ""op"": ""expand"", ""predicates"": [""retires"", ""targets""]}]}, {""answers"": {""deployments"": ""$deployments"", ""modules"": ""$modules"", ""services"": ""$services""}, ""collect"": ""$services"", ""name"": ""affected_services"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""modules"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""all_services"", ""of"": ""$services"", ""op"": ""intersection"", ""with"": ""$services""}]}, {""answers"": {""all_services"": ""$all_services"", ""dependents"": ""$dependents"", ""modules"": ""$modules""}, ""collect"": ""$all_services"", ""name"": ""full_affected"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""anchors"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto"", ""deployment:production""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$anchors"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""modules"", ""from"": ""$dependents"", ""k"": ""module"", ""op"": ""filter""}, {""assign"": ""all_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""svc_deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$all_services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}]}, {""answers"": {""all_services"": ""$all_services"", ""dependents"": ""$dependents"", ""deployments"": ""$deployments"", ""modules"": ""$modules""}, ""collect"": ""$all_services + $dependents + $deployments"", ""name"": ""full_affected"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""modules"", ""from"": ""$dependents"", ""kinds"": [""module""], ""op"": ""filter""}, {""assign"": ""all_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$all_services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""answers"": {""candidate_services"": ""$candidate_services"", ""dependents"": ""$dependents"", ""modules"": ""$modules""}, ""collect"": ""$candidate_services"", ""name"": ""prod_affected_and_covered"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""anchors"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto"", ""deployment:production""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$anchors"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""modules"", ""from"": ""$dependents"", ""kinds"": [""module""], ""op"": ""filter""}, {""assign"": ""candidate_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""svc_deps"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$candidate_services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$candidate_services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""tests_wrong"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$candidate_services"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""affected"": ""$affected_services"", ""covered"": ""$covering_tests"", ""deployments"": ""$deployments""}, ""collect"": ""$affected_services + $covering_tests"", ""name"": ""final_answer"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""anchors"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto"", ""deployment:production""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$anchors"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""modules"", ""from"": ""$dependents"", ""kinds"": [""module""], ""op"": ""filter""}, {""assign"": ""affected_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""deployments"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$affected_services"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""covering_tests"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$affected_services"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""neighbors"": ""$neighbors"", ""services"": ""$services""}, ""collect"": ""$services + $neighbors"", ""name"": ""verify_each"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""services"", ""op"": ""lookup"", ""references"": [""service:identity-api"", ""service:session-worker""]}, {""assign"": ""neighbors"", ""depth"": 2, ""direction"": ""both"", ""from"": ""$services"", ""op"": ""expand"", ""predicates"": [""implements"", ""deployed_to"", ""depends_on""]}]}, {""answers"": {""tests"": ""$tests"", ""verified_services"": ""$verified_services""}, ""collect"": ""$tests + $verified_services"", ""name"": ""verify_tests"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""tests"", ""op"": ""lookup"", ""references"": [""test:identity-platform-worker-integration"", ""test:identity-platform-api-contract""]}, {""assign"": ""verified_services"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$tests"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""affected"": ""$affected"", ""covered"": ""$covered""}, ""collect"": ""$affected + $covered"", ""name"": ""complete"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""cutover"", ""op"": ""lookup"", ""references"": [""task:identity-platform-legacy-cutover""]}, {""assign"": ""retiring_pkg"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$cutover"", ""op"": ""expand"", ""predicates"": [""retires""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$retiring_pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""modules"", ""from"": ""$dependents"", ""kinds"": [""module""], ""op"": ""filter""}, {""assign"": ""pkg_affected"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$modules"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""of"": ""$pkg_affected"", ""op"": ""intersection"", ""with"": ""$prod_services""}, {""assign"": ""covered"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$affected"", ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""answers"": {""all"": ""$all""}, ""collect"": ""$all"", ""name"": ""all_services"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""all"", ""k"": ""service"", ""limit"": 50, ""op"": ""search"", ""query"": ""service""}]}]",True,0,executions/identity-platform-cutover-readiness/T_GRAPH/record.json,2,True,53,1,17,NA,NA,40,0,,0,,29529,40,0,0,identity-platform,"[""depends_on"", ""deployed_to"", ""implements"", ""retires"", ""targets"", ""verifies""]",executions/identity-platform-cutover-readiness/T_GRAPH/record.json,44,50,0,2,,,2,,,,,,,,cutover readiness,,,17,True,True,54.07533226895612
T_SQL,identity-platform-cutover-readiness,,,,,True,,,,,,,13,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),30220,,,,identity-platform,,executions/identity-platform-cutover-readiness/T_SQL/record.json,,,,0,"[19, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1]",20,,19,executions/identity-platform-cutover-readiness/T_SQL/record.json,13,2,41,2,60,cutover readiness,"NA (receipt retains calls, not a reliable program-file taxonomy)",105,13,,True,22.231558621046133
U_GRAPH,identity-platform-cutover-readiness,True,1,15,"[{""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""package"", ""service"", ""test"", ""module""], ""query"": ""legacy retirement cutover""}}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""kinds"": [""package"", ""service"", ""test"", ""module"", ""capability""], ""query"": ""identity""}}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""identity""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""legacy retirement""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""cutover""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""package""}]}, {""collect"": ""$services"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""deps"", ""direction"": ""incoming"", ""from"": ""$pkg"", ""max_depth"": 3, ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""$deps"", ""max_depth"": 2, ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""collect"": ""$services"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""deps"", ""direction"": ""incoming"", ""from"": ""$pkg"", ""max_depth"": 3, ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""direction"": ""incoming"", ""from"": ""$deps"", ""max_depth"": 2, ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""production""}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""test verification suite""}]}, {""collect"": ""$deployed"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""svcs"", ""op"": ""lookup"", ""references"": [""service:identity-api"", ""service:identity-platform-reporting"", ""service:session-worker""]}, {""assign"": ""deployed"", ""direction"": ""outgoing"", ""from"": ""$svcs"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""deployed_to""]}]}, {""collect"": ""$verified"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""tests"", ""op"": ""lookup"", ""references"": [""test:identity-platform-api-contract"", ""test:identity-platform-worker-integration"", ""test:identity-platform-reporting""]}, {""assign"": ""verified"", ""direction"": ""outgoing"", ""from"": ""$tests"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$hits"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""hits"", ""k"": 25, ""op"": ""search"", ""query"": ""prod deployment""}]}, {""collect"": ""$covering_tests"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""mods"", ""direction"": ""incoming"", ""from"": ""$pkg"", ""max_depth"": 3, ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""all_svcs"", ""direction"": ""incoming"", ""from"": ""$mods"", ""max_depth"": 2, ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_svcs"", ""direction"": ""incoming"", ""from"": ""$prod"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""left"": ""$all_svcs"", ""op"": ""intersection"", ""right"": ""$prod_svcs""}, {""assign"": ""covering_tests"", ""direction"": ""incoming"", ""from"": ""$affected"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""verifies""]}]}, {""collect"": ""$affected"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""mods"", ""direction"": ""incoming"", ""from"": ""$pkg"", ""max_depth"": 3, ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""all_svcs"", ""direction"": ""incoming"", ""from"": ""$mods"", ""max_depth"": 2, ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""prod_svcs"", ""direction"": ""incoming"", ""from"": ""$prod"", ""max_depth"": 1, ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""left"": ""$all_svcs"", ""op"": ""intersection"", ""right"": ""$prod_svcs""}]}]",True,0,executions/identity-platform-cutover-readiness/U_GRAPH/record.json,5,True,32,2,20,NA,NA,43,30,,0,,31979,0,0,0,identity-platform,"[""depends_on"", ""deployed_to"", ""implements"", ""verifies""]",executions/identity-platform-cutover-readiness/U_GRAPH/record.json,36,50,0,5,,,2,,,,,,,,cutover readiness,,,20,True,True,47.45211061503505
T_GRAPH,identity-platform-production-impact,True,1,1,"[{""collect"": ""$hits"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""limit"": 25, ""query"": ""production""}}]}]",True,8,executions/identity-platform-production-impact/T_GRAPH/record.json,7,False,1,3,19,NA,NA,21,12,,0,,27885,0,0,0,identity-platform,[],executions/identity-platform-production-impact/T_GRAPH/record.json,12,21,0,7,,,0,,,,,,,,production impact,,,19,True,True,65.09112802101299
T_SQL,identity-platform-production-impact,,,,,True,,,,,,,18,NA,NA,,,NA (row payloads were not retained by SQL audit),,NA (row payloads were not retained by SQL audit),31887,,,,identity-platform,,executions/identity-platform-production-impact/T_SQL/record.json,,,,0,"[16, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2]",17,,16,executions/identity-platform-production-impact/T_SQL/record.json,3,1,34,1,50,production impact,"NA (receipt retains calls, not a reliable program-file taxonomy)",116,18,,True,31.846236033947207
U_GRAPH,identity-platform-production-impact,True,1,10,"[{""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""params"": {""limit"": 25, ""query"": ""legacy-crypto""}}, {""assign"": ""out"", ""op"": ""project"", ""params"": {""fields"": [""id"", ""kind"", ""label""], ""from"": ""hits""}}]}, {""answers"": {""hits"": ""$hits""}, ""collect"": ""$hits"", ""name"": ""find_legacy_crypto"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""legacy-crypto""}]}, {""answers"": {""affected"": ""$services""}, ""collect"": ""$services"", ""name"": ""affected_services"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}]}, {""answers"": {""hits"": ""$hits""}, ""collect"": ""$hits"", ""name"": ""prod_deployments"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""hits"", ""op"": ""search"", ""query"": ""production""}]}, {""answers"": {""affected"": ""$affected""}, ""collect"": ""$affected"", ""name"": ""prod_affected"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""prod"", ""op"": ""lookup"", ""references"": [""deployment:production""]}, {""assign"": ""dependents"", ""depth"": 3, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""impl_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""prod_services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$prod"", ""op"": ""expand"", ""predicates"": [""deployed_to""]}, {""assign"": ""affected"", ""of"": ""$impl_services"", ""op"": ""intersection"", ""with"": ""$prod_services""}]}, {""answers"": {""all"": ""$svc_only"", ""deps"": ""$dependents""}, ""collect"": ""$svc_only"", ""name"": ""verify"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""pkg"", ""op"": ""lookup"", ""references"": [""package:legacy-crypto""]}, {""assign"": ""dependents"", ""depth"": 6, ""direction"": ""incoming"", ""from"": ""$pkg"", ""op"": ""expand"", ""predicates"": [""depends_on""]}, {""assign"": ""services"", ""depth"": 1, ""direction"": ""incoming"", ""from"": ""$dependents"", ""op"": ""expand"", ""predicates"": [""implements""]}, {""assign"": ""svc_only"", ""from"": ""$services"", ""kind"": ""service"", ""op"": ""filter""}]}, {""answers"": {""deps"": ""$deps""}, ""collect"": ""$deps"", ""name"": ""all_deployments"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""deps"", ""kinds"": [""deployment""], ""op"": ""filter""}]}, {""answers"": {""details"": ""$details""}, ""collect"": ""$details"", ""name"": ""service_details"", ""result_mode"": ""full"", ""steps"": [{""assign"": ""svcs"", ""op"": ""lookup"", ""references"": [""service:identity-platform-reporting"", ""service:session-worker"", ""service:identity-api""]}, {""assign"": ""details"", ""depth"": 1, ""direction"": ""outgoing"", ""from"": ""$svcs"", ""op"": ""expand"", ""predicates"": [""deployed_to"", ""implements""]}]}, {""answers"": {""deps"": ""$deps""}, ""collect"": ""$deps"", ""name"": ""dep_chain"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""mods"", ""op"": ""lookup"", ""references"": [""module:identity-core"", ""module:token-gateway"", ""module:identity-events""]}, {""assign"": ""deps"", ""depth"": 3, ""direction"": ""outgoing"", ""from"": ""$mods"", ""op"": ""expand"", ""predicates"": [""depends_on""]}]}, {""answers"": {""all"": ""$all_svcs""}, ""collect"": ""$all_svcs"", ""name"": ""all_services"", ""result_mode"": ""compact"", ""steps"": [{""assign"": ""all_svcs"", ""kinds"": [""service""], ""op"": ""traverse""}]}]",True,0,executions/identity-platform-production-impact/U_GRAPH/record.json,5,True,23,7,17,NA,NA,16,6,,0,,27175,6,0,0,identity-platform,"[""depends_on"", ""deployed_to"", ""implements""]",executions/identity-platform-production-impact/U_GRAPH/record.json,23,29,0,5,,,1,,,,,,,,production impact,,,17,True,True,66.89302469301037
